ID,area,comment,confidence,lat,lng,name,negative,positive,repost,sentiment,thumb,time,uid_0,uid_1,userarea,Shape_Leng,area_code,count,txt
1499,武汉·后湖,23,0.942545,30.64924688,114.3013156,AhOo_Hsu,0.0258549,0.974145,0,2,0,01月24日 02:27, , ,0,0.44466066,18,1,现在身处武汉，这几天都安安静静在家待着，唯一能做的就是不出门，不给任何人添麻烦。????   明天就是大年三十了，希望所有人都能好好的，每天看新闻真为那些医护人员感到心疼，他们太伟大了，和他们相比我还能在家过年实在太幸运。
1500,武汉·怡和苑,9,0.38733,30.6436205,114.3058531,天才如我成功俘获朱一龙顺利家养,0.724298,0.275702,0,0,0,01月24日 02:19, , ,0,0.44466066,18,1,#快手向武汉市捐赠1亿元#我再也不说快手土了
1501,武汉·园林路,0,0.999949,30.61334834,114.3643098,秋名山羊,0.999977,2.31E-05,0,0,0,01月24日 02:12, , ,湖北 武汉,2.931269894,10,1,你们不该为武汉人买单，武汉人就都该为那个吃野味的人买单？看好我的定位，没跑，母亲医院工作，够了？自私的人到底是谁认清楚自己的嘴脸？说求医不求医的好好理解我的意思？被你们气笑
1502,武汉·武汉大学,13,0.999763,30.53980024,114.3609749,前进的山上智不久,0.000106461,0.999894,3,2,0,01月24日 02:12, , ,0,0.918169117,23,1,2020年武汉的春天樱花大道和行政楼一定特别美 夏天绿道的夜景和日出都很好看 秋天的桂花肯定超级香银杏叶子肯定很上相 一定要看到啊 一定要去看啊
1503,武汉·金地雄楚1号,22,0.997361,30.49869731,114.3847887,一只贪吃的仙子,0.00118739,0.998813,1,2,0,01月24日 03:32, , ,0,2.931269894,10,1,第一次在外地过年 独自一个人 是责任与担当让我选择留在武汉 我相信 一定能挺过去的
1504,武汉·后湖,48,0.971899,30.64924688,114.3013156,陳_晓宇,0.0126456,0.987354,0,2,0,01月24日 03:23, , ,0,0.44466066,18,1,留守武汉的陌生人。我们一起加油！
1505,武汉·郭茨口,2,0.991805,30.57162955,114.2086528,我不二例丷,0.996312,0.00368776,0,0,0,01月24日 03:14, , ,湖北 武汉,0.52938045,22,1,在武汉，汉阳，说不害怕，不慌是假的，封城，大街上商店商场关门，人人戴口罩，网络喷子，搞的好压抑，连续两天都睡一两个小时就惊醒了，哎，希望快点结束。
1506,武汉·杨家湾·保利华都,14,0.99996,30.51085426,114.3785891,最绅士的礼,1.78E-05,0.999982,0,2,0,01月24日 03:14, , ,湖北,2.931269894,10,1,#各地医生驰援湖北#看到这个真的立马就哭了，眼泪止不住的流，很感动，恐慌这么久也有些许心安了，谢谢八方支援的家人们，你们一定也要平平安安的 很感谢我爸妈把我生在了这么有情有义的中国，武汉加油 ??
1507,武汉·后湖,0,0.999936,30.64924688,114.3013156,毛毛雨散步,2.89E-05,0.999971,0,2,0,01月24日 09:43, , ,湖北 武汉,0.44466066,18,1,致敬！感动！哪有什么岁月静好，只因有太多英雄负重前行！愿大家平安#致敬疫情前线医护人员##武汉加油#
1508,武汉·鹦鹉大道,1,0.999569,30.53700775,114.2616616,肉蛮多家的暹罗猫,0.999806,0.000193839,0,0,0,01月24日 09:32,str,romandoo,0,0.52938045,22,1,#管铁#“独醒帝”管轶，不管多牛逼的经历。才刚开始备战疫情就跑路了，跑前发一堆言论说武汉守不住？说话真不要脸，不负责任。我武汉人民就你一句话就活不成了？自己跑回香港躲起来了，有什么资格说治控不好。
1509,武汉·东湖新村,3,0.999621,30.53111143,114.3638451,红红0403,0.000170615,0.999829,1,2,0,01月24日 09:32, , ,湖北 武汉,2.931269894,10,1,第一次在武汉过年就遇到了病毒，放弃了年后去银川的计划，好好坚守武汉，武汉加油！新年快乐，身体健康，大家都要好好的
1510,武汉·楚河汉街,0,0.998374,30.55846603,114.33691,爪印舍,0.000731524,0.999268,3,2,0,01月24日 09:30, , ,湖北 武汉,2.931269894,10,1,每天上班路上遇到的最多的人。武汉感谢你们#武汉加油#
1511,武汉·德成中心,34,0.999561,30.56769913,114.3467413,大魔王LTE,0.000197662,0.999802,0,2,0,01月24日 09:24, , ,0,0.918169117,23,1,早上好。武汉封城第二天。也是在家的第二天。今天也是除夕夜。除了睡觉还是睡觉。希望快点好起来。想念朋友家人。武汉加油呀！！#武汉加油#
1512,武汉·徐东大街,4,0.985293,30.57885319,114.356581,summer1112016,0.00661824,0.993382,0,2,0,01月24日 09:21, , ,湖北 武汉,0.918169117,23,1,早安，阴沉沉的武汉！伸伸懒腰，做个运动，开始一天的生活吧……回复来自不同地方的问候和鼓励，看看最新消息，O网页链接
1513,武汉·越秀·星汇云锦,11,0.0367024,30.57072323,114.2445112,长十斤膘,0.566516,0.433484,0,0,0,01月24日 09:13, , ,湖北 武汉,0.410438256,21,1,能不能请各大生产商加快生产那个检测试盒 然后提供给每个社区 现在本身就是就是流感高发期 出现感冒 咳嗽 咳痰 但不发烧 若有人有不舒服的就方便人们检测 这样也就不用去人满为患的医院 以免交叉感染 @武汉发布 @平安武汉 @武汉吃喝玩乐
1514,武汉·光谷创业街,1,0.722974,30.50688732,114.424685,Yhh09,0.124661,0.875338,0,2,0,01月24日 09:08, , ,0,2.931269894,10,1,我在武汉不信谣 不传谣 我很好 我没事 退了所有的车票只为让别人放心 相信祖国 武汉加油！
1515,武汉·中建康城,0,0.722409,30.47344108,114.4017076,大大大大黑兔子,0.875084,0.124916,0,0,0,01月24日 09:08, , ,0,2.931269894,10,1,刷微博，好生气，到处都是造谣的憨批#武汉加油#
1516,武汉·唐家墩,4,0.182302,30.61638776,114.2649376,武汉1013原创美甲海娜手绘,0.367964,0.632036,0,2,0,01月24日 10:58, , ,湖北 武汉,0.30871907,20,1,现在被困在武汉妈妈这个月18号从西安到武汉火车站接下来接她的时候就买了2个口罩因为一直关注所以特别注意那时候是6块钱一个没办法妈妈很想回老家过年我检查说不能回老家就呆在武汉每天消毒 酒精拖地买的吃的也不知道能坚持几天只希望能好起来加油 武汉
1517,武汉·唐家墩,2,0.985745,30.61638776,114.2649376,少年臣l,0.00641469,0.993585,0,2,0,01月24日 10:53, , ,湖北 武汉,0.30871907,20,1,#湖北学校推迟开学时间# 只有我一个人觉得推迟了天天在家里 然后推迟放暑假时间 会打乱我的所有安排 然后耽误未来吗说句武汉加油、希望能在各大高校开学前控制好疫情不好吗 全在那支持支持支持
1518,武汉·江汉路,2,0.564854,30.5861812,114.2823964,小森林里的小确幸,0.195816,0.804184,0,2,0,01月24日 12:53, , ,湖北 武汉,0.44466066,18,1,特殊时期  一个人安心待在武汉   就不回家给家里添麻烦啦
1519,武汉·世纪彩城,15,0.998211,30.57468417,114.3497798,周大喜喜,0.000804987,0.999195,0,2,0,01月24日 12:52, , ,湖北 武汉,2.931269894,10,1,#武汉封城后的市民生活# 今天三十，封城第二天。始终相信都会好起来，跟汤圆一样圆圆满满甜甜蜜蜜，最后一定是好的，不会等太久。
1520,武汉·塞纳河畔,9,0.344731,30.57220726,114.2215064,吊吊耳环,0.294871,0.705129,0,2,0,01月24日 12:50, , ,湖北 武汉,0.52938045,22,1,武汉人民今天还是要过年的！搞瓶狠一点的酒消个毒！2020加油！????
1521,武汉·汉口火车站,4,0.998681,30.62153636,114.24898,Raissy,0.000593366,0.999407,0,2,0,01月24日 12:48, , ,湖北 武汉,0.30871907,20,1,我的大武汉从来没有这么安静过，武汉加油??
1522,武汉·金地太阳城,0,0.444406,30.49311978,114.408581,喵喵虫子的救赎,0.749983,0.250017,0,0,0,01月24日 12:45, , ,湖北 武汉,2.931269894,10,1,#武汉爆料#哪里能买到口罩 那种医用的
1523,武汉·奥山世纪广场,4,0.996852,30.61946979,114.3552055,卓卓今天也很快乐,0.998584,0.00141641,0,0,0,01月24日 12:43, , ,湖北 武汉,0.918169117,23,1,那些一骂骂整个武汉人的那些键盘侠 千万求你莫来武汉上学 莫来武汉工作 更莫来武汉来旅游 我们接待不起你们 如果以后你地区发生同样事情 看我碰不碰你网络喷子就完事了
1524,武汉·光谷青年城,1,0.750003,30.49489789,114.3988265,盒子不吃肉,0.112499,0.887501,0,2,0,01月24日 12:30, , ,湖北 武汉,2.931269894,10,1,武汉土著家里蹲第二烤武汉加油#春节尽量不聚会#
1525,武汉·江汉路,0,0.86569,30.5861812,114.2823964,哈尼妈是咖啡控,0.0604395,0.939561,0,2,0,01月24日 12:30,str,tomin2010,0,0.44466066,18,1,#武汉加油# 及时不能出门，锻炼也不能落下
1526,武汉·名湖豪庭,0,0.999879,30.4601646,114.3746617,阿阿布拉蕾,5.45E-05,0.999946,0,2,0,01月24日 12:25, , ,湖北 武汉,2.931269894,10,1,武汉要挺住阿，加油加油加油！第一次除夕是这样过的，天上九头鸟，地上湖北佬。我相信湖北这次肯定过突破难关，战胜困难，向全世界证明武汉最棒
1527,武汉·凯德广场武胜店,0,0.978141,30.57130071,114.2614847,风中雪1972,0.990163,0.00983665,0,0,0,01月24日 12:24, , ,湖北 武汉,0.410438256,21,1,封城第二天，买了个大白菜36元，真是黑心商家！！#今日贴纸打卡##武汉加油##晒年味#
1528,武汉·西马名仕,1,0.993675,30.59518157,114.2846395,超凶的阿篱,0.997154,0.00284623,0,0,0,01月24日 12:18, , ,0,0.44466066,18,1,未来一段时间，大量沾满唾液、细菌甚至病毒的口罩将会出现在各个城市的垃圾桶！建议大家不要随意丢弃，自己拿开水烫淋几分钟再扔或者定点焚烧！不要让本该保护我们的口罩成为新的病毒传染物！       请转发并自觉这样做。#武汉封城众志成城#
1529,武汉·光谷青年城,2,0.580559,30.49489789,114.3988265,SummerUnhappy,0.188748,0.811252,0,2,0,01月24日 12:14, , ,湖北 武汉,2.931269894,10,1,朋友圈都是发团年饭的从来没有这样想家过#武汉封城#
1530,武汉·西马名仕,0,0.793536,30.59518157,114.2846395,超凶的阿篱,0.0929088,0.907091,0,2,0,01月24日 12:05, , ,0,0.44466066,18,1,过年三件事：吃饭、睡觉、网上聊过个有武汉特色的中国年！
1531,武汉·世纪彩城,94,0.981968,30.57468417,114.3497798,人人都爱马腿儿,0.00811447,0.991886,0,2,0,01月24日 13:29, , ,湖北 武汉,2.931269894,10,1,#武汉封城# 第一天严格遵守模式化的消毒预防程序空气中的乙醇消毒味让人安心做了酒酿汤圆，还有看家有喜事，还有食神等，多少心里得到了慰藉。 还有什么电影电视剧可以推荐的吗？
1532,武汉·中御公馆,0,0.997861,30.57838721,114.2484857,超级邪恶兔,0.000962433,0.999038,0,2,0,01月24日 12:02, , ,湖北 武汉,0.410438256,21,1,一早。。。特别暖！昨天在高速上借不到现金同为鄂A的车主深知瞪了我一眼我很受伤。可此刻，我好开心。#我在武汉#
1533,武汉·保利时代,48,0.77721,30.49360294,114.4022531,履束河,0.100256,0.899744,0,2,0,01月24日 13:56, , ,0,2.931269894,10,1,#武汉封城后的市民生活#封城后的第二天，中饭继续泡面，泡面不多了不知道能撑几天，附近超市也不知道什么时候开门，妈呀我真的好想吃肉，想吃右边的牛蛙
1534,武汉·武汉大学人民医院,91,0.389632,30.53766061,114.2939246,田野呀哈,0.725334,0.274666,3,0,0,01月24日 13:54, , ,湖北 武汉,0.918169117,23,1,不计报酬  不论生死??说不怕是假的??作为医务工作者?????这是使命武汉生了一场很严重的病?? 但是我们相信会好起来 会雨过天晴??
1535,武汉·武汉大学,0,0.961234,30.53980024,114.3609749,糯米团子你胖到我了,0.0174445,0.982555,0,2,0,01月24日 13:54, , ,湖北 武汉,0.918169117,23,1,#闪耀暖暖# 我女鹅每天的日常就是洗头发，玩uno，看小说，看电视，坚决不让她出门！外面太危险了#武汉加油#
1536,武汉·积玉桥,1,0.989589,30.57731693,114.3083211,夏日的圈圈,0.995315,0.0046849,0,0,0,01月24日 13:53, , ,湖北 武汉,0.918169117,23,1,能不能让中央直接接管武汉，武汉废物领导班子怎么不原地下台
1537,武汉·武汉市普仁医院,4,0.984189,30.63362575,114.3750209,花枪,0.992885,0.00711478,0,0,0,01月24日 13:50,str,hjl1971,0,0.721320639,19,1,#武汉封城#  医院上午大搞卫生，走道的隔热帘撤掉了，呼呼的穿堂风。电梯里的消毒水不光刺鼻，还辣眼睛。口罩和防护镜真的是标配。
1538,武汉·海赋江城,11,0.982649,30.648977,114.3045533,小布丁_mini,0.00780819,0.992192,0,2,0,01月24日 13:34, , ,湖北 武汉,0.44466066,18,1,我在重灾区，已经三天没出门了希望武汉挺过去，白衣少年少女们都辛苦了，希望早日研发出治疗方案加油??????
1539,武汉·百瑞景二期,4,0.999459,30.52333518,114.3298686,小医生Mars,0.000243611,0.999756,0,2,0,01月24日 13:34, , ,湖北 武汉,0.918169117,23,1,#除夕# 一个人的年夜饭医护加油，武汉加油！  ???感谢各位的鼓励与关心，我目前一切良好！
1540,武汉·八一花园玫瑰苑,0,0.109639,30.49463787,114.3815562,呆子安,0.400662,0.599338,0,2,0,01月24日 04:11,str,272332282,0,2.931269894,10,1,睡觉去了，不能给医院添堵。好梦，武汉！
1541,武汉·新华家园悦景居,13,0.982483,30.62766659,114.2564061,每日一嘎,0.00788247,0.992118,0,2,0,01月24日 10:49, , ,湖北 武汉,0.30871907,20,1,#全国确诊830例新型肺炎病例#安静的武汉，干净的武汉，，，就是离华南海鲜市场近了点。。
1542,武汉·江汉路,7,0.904772,30.5861812,114.2823964,说给十八,0.957147,0.0428528,0,0,0,01月24日 13:23, , ,0,0.44466066,18,1,昨天梦到武汉下了好大一场雪呢今天早上出去看一地的雨水，荒芜。所有的不景气，都笼罩在这场阴影里。
1543,武汉·武汉国际广场,1,0.998817,30.58236032,114.265754,太过坚贞_,0.999468,0.000532275,0,0,0,01月24日 13:23, , ,0,0.30871907,20,1,#武汉网约车停运#老子昨天雨中打车一个小时，今天我就cnmlb了？别的企业都关门，就国企不关门的咯。吃嘛要吃的，城嘛要封的，家嘛不让回的，垃圾垃圾
1544,武汉·南航花苑,153,0.515508,30.63125311,114.2374775,包先森是好好先生,0.781978,0.218022,1,0,0,01月24日 05:30, , , ,0.30871907,20,1,年三十了一个人在武汉吃泡面过年，选择自我隔离。不回家是避免自己感染，也不感染家人朋友，武汉加油！
1545,武汉·武汉市普仁医院,0,0.708623,30.63362575,114.3750209,花枪,0.13112,0.86888,0,2,0,01月24日 13:18,str,hjl1971,0,0.721320639,19,1,#武汉封城#  终于叫不到车了！
1546,武汉·武汉市汉口医院,45,0.487634,30.63044228,114.3146773,Mr睡軒,0.230565,0.769436,2,2,0,01月24日 06:25,str,979710242,0,0.44466066,18,1,大武汉 这是我的城市啊 封城而已 一点不慌
1547,武汉·华清园,6,0.982036,30.59898192,114.2960769,BunnyCXO,0.00808371,0.991916,0,2,0,01月24日 13:15,str,809022220,0,0.44466066,18,1,潘大厨做的年饭潘勤劳打扫卫生新年快乐[米奇比心]2020，我们在武汉
1548,武汉·光谷 O网页链接,18,0.565052,30.48922596,114.3395215,BwcC64,0.804273,0.195727,1,0,0,01月24日 10:43, , ,湖北 武汉,2.931269894,10,1,嘿嘿，快别骂武汉人出逃了，摊上这样的当地政府，你不跑？#从武汉回来请自行隔离#
1549,武汉·武汉天地,2,0.758271,30.60979638,114.3059468,我亲爱的哈士奇不见了,0.108778,0.891222,0,2,0,01月24日 13:09, , ,湖北 武汉,0.44466066,18,1,武汉封城的第二天一觉醒来全国感染人数超过八百多人了武汉长江大桥也封了
1550,武汉·后湖,0,0.999514,30.64924688,114.3013156,Maru酱的Life,0.000218515,0.999781,0,2,0,01月24日 13:07, , ,湖北 武汉,0.44466066,18,1,#武汉加油# 对于独居肥宅来说，封城与否真的差别不大诶，感激这个不怎么快乐的新年有想见你这么好的剧陪伴，真心是我这两年来看过最棒的电视剧！就是会每天揪心另一边的爸妈好不好，唉
1551,武汉·新华家园悦景居,20,0.780243,30.62766659,114.2564061,每日一嘎,0.0988907,0.901109,1,2,0,01月24日 10:39, , ,湖北 武汉,0.30871907,20,1,#全国确诊830例新型肺炎病例#武汉人没跑，武汉人都在屋里待着在。。。如图，，，我与华南海鲜市场滴距离。。。  ???
1552,武汉·广埠屯,9,0.685778,30.5254006,114.3575749,南北杏仁甜雪梨,0.1414,0.8586,0,2,0,01月24日 07:45, , ,0,2.931269894,10,1,#除夕#今天是除夕，因为新型肺炎的缘故今年第一次在外面过年。有点失落。希望武汉快好起来吧。
1553,武汉·城开·汉口秀园,1,0.941649,30.63959232,114.2576514,x_Ync,0.973742,0.0262579,0,0,0,01月24日 13:06, , ,湖北,0.30871907,20,1,封城第二天，今天还是有好些人离开武汉了有车带路从小路走，一辆车四十就不能对自己对别人负点责么？医院里面都那么难了，别添乱行不！！！
1554,武汉·滨湖社区,0,0.98789,30.56887337,114.3498354,Clover-LPPP,0.00544951,0.99455,1,2,0,01月24日 13:03, , ,湖北 武汉,0.918169117,23,1,#武汉加油# 今年的新年愿望所有的人身体健康仅此而已……
1555,武汉·后湖,12,0.618914,30.64924688,114.3013156,Linyuanoo,0.828511,0.171489,1,0,0,01月24日 10:30,str,linyuano,0,0.44466066,18,1,这才是目前真实的情况。现在消毒、防护用品短缺。医院人满为患，交叉感染。最无奈的是医院收治能力有限。有病无处医。现在武汉孤军奋战，非常无助。不需要加油，需要的是支援和帮助。跪谢那些来支援和帮助我们的人！
1556,武汉·东湖风景区,0,0.950836,30.54583487,114.4004719,大刺猬忽忽,0.0221239,0.977876,0,2,0,01月24日 13:02, , ,湖北 武汉,0.918169117,23,1,第一次在武汉过年，两个人准备吃个缩小版火锅年饭后窝在家里刷剧看春晚，不晓得能否成功吃上嘴       我们相信这座城，相信拨云见日未来可期
1557,武汉·积玉桥,0,0.999394,30.57731693,114.3083211,糖炒栗子celia,0.999727,0.000272803,0,0,0,01月24日 15:00, , ,海外 匈牙利,0.918169117,23,1,我再也不会去武商超市买东西了，武汉封城的第一时间它涨了物价
1558,武汉·太子湖畔·星苑,27,0.358827,30.51474636,114.1925977,占da妈_,0.711472,0.288528,0,0,0,01月24日 07:31, , ,湖北 武汉,0.52938045,22,1,#新型肺炎不构成国际突发卫生事件##武汉封城后的市民生活# 一觉醒来，好希望只是一个梦！怀念每天跟小区宝妈一起遛娃的日子，怀念门口的水饺，菜场的面窝和热干面……
1559,武汉·六渡桥,14,0.834501,30.57875989,114.2781912,陈颜伊,0.0744746,0.925525,1,2,0,01月24日 07:20,str,joy1129,0,0.30871907,20,1,#武汉将建小汤山模式医院#在这个被封城的武汉，我的吃喝用……口罩……全凭京东了，必须为它打CALL
1560,武汉·徐东大街,0,0.9996,30.57885319,114.356581,Aries泡泡不说话,0.000179948,0.99982,0,2,0,01月24日 12:59,str,demonpo,0,0.918169117,23,1,#2020发现城市更多美##武汉加油#
1561,武汉·艾尚花桥,0,0.293675,30.62042198,114.2827897,小月月crystal,0.317846,0.682154,0,2,0,01月24日 14:54, , ,湖北 武汉,0.44466066,18,1,最爱的还是这人间烟火。。。封城等死、不知道自己找乐子，和死气沉沉的武汉比起来、这算是年味十足，嗯，火锅走起！
1562,武汉·积玉桥,14,0.267315,30.57731693,114.3083211,宇辉好先生,0.329708,0.670292,0,2,0,01月24日 12:59, , ,0,0.918169117,23,1,在武汉自我隔离的第二天，这是我们今天的年夜饭，她还说我菜做多了，应该做两个菜，菜的份量还不能太多，省吃俭用，最心酸的年夜饭了，害怕菜都吃完了不敢出门买，还担心买不到。我们在武汉，一切安好，除夕快乐，武汉加油！
1563,武汉·恒大·首府,0,0.98066,30.62148324,114.1682827,无眠608,0.00870279,0.991297,0,2,0,01月24日 12:58, , ,湖北 武汉,0.410438256,21,1,有责任感的武汉人都很自觉的各自“画地为牢”，加油武汉
1564,武汉·吉庆街美食一条街,0,0.951637,30.58802482,114.2860428,童颜永在--心理医生,0.0217634,0.978237,1,2,0,01月24日 14:54,str,541723435,0,0.44466066,18,1,#新型冠状病毒感染#既武汉市封城后，湖北省周边13座二，三线城市，也开始封城！
1565,武汉·乔木湾公交站,2,0.912232,30.49915789,114.2847017,漢之廣兮居有藍,0.960505,0.0394954,0,0,0,01月24日 14:52, , ,0,2.931269894,10,1,求求武汉小区的物业公司给站岗的门卫发给口罩吧，这种天不带口罩露天站岗我看着都怕
1566,武汉·青扬十街,14,0.975385,30.59520986,114.2995562,qqwo,0.988923,0.0110769,0,0,0,01月24日 07:15, , ,湖北 武汉,0.44466066,18,1,现在外地人都把武汉人当僵尸看吗？来非武汉人聊聊。不是所有武汉人都有病毒携带，不是携带了病毒就必死无疑，这一点望大家知晓。
1567,武汉·江滩,21,0.908847,30.58829655,114.2972908,yy23620,0.0410189,0.958981,0,2,0,01月24日 07:09, , ,湖北 武汉,0.44466066,18,1,2020年1月24号，清晨7点，武汉。
1568,武汉·福星惠誉福星华府,8,0.995731,30.63703139,114.2451159,一生1567,0.998079,0.00192101,3,0,0,01月24日 07:09,str,yyy961224,0,0.30871907,20,1,#新型肺炎不构成国际突发卫生事件#如果你没有发热发烧，呆家里哪也别去。我小区开始测进出人员体温，电梯内消毒。  ???坐标武汉，江汉区。
1569,武汉·江汉路,3,0.993132,30.5861812,114.2823964,ZS脏辫潮人,0.00309076,0.996909,0,2,0,01月24日 14:50, , ,湖北 武汉,0.44466066,18,1,这是第一次大年三十既然和妈妈都见不到面。我也很难过，但是我不希望她难过。这样做也是为了能早点好起来，从每个家庭开始，我觉得大家也少出门了，用网络的方式吧，等这次灾难过去，我们才能更好的拥抱家人，朋友。??加油！#武汉身边事##武汉加油#
1570,武汉·武昌火车站,0,0.997979,30.53088598,114.3121545,陳先森的靈魂提前退休了,0.000909208,0.999091,0,2,0,01月24日 08:54,str,chencong06020,0,0.918169117,23,1,被称为东方芝加哥的武汉从来没有像现在这么安静 我在武汉 武汉加油
1571,武汉·派乐汉堡,0,0,30.65979804,114.2826796,派乐汉堡Pala,0,0,0,-1,0,01月24日 08:52,str,whpala,0,0.44466066,18,1,不破不立，黑暗终将驱散！武汉加油！
1572,武汉·积玉桥,0,0.83004,30.57731693,114.3083211,Erica-SSSSS,0.923518,0.0764819,0,0,0,01月24日 14:48, , ,湖北 武汉,0.918169117,23,1,武汉肺炎爆发，请各位家属冷静点！这些孩子都是普通人，他们只不过为了能有更多人可以活下来才穿上防护服上了战场！
1573,武汉·水岸星城,2,0.365203,30.57795796,114.3380838,珠珠zxq,0.714341,0.285659,1,0,0,01月24日 14:44, , ,湖北 武汉,2.931269894,10,1,武汉已经做到区隔离了！许多家庭可能因为工作地点亲人都不能见面了，甚至湖北省好多市县都封城了，请有些人不要再骂武汉人了，我们真的是做出了巨大牺牲的
1574,武汉·楚天都市金园,2,0.489464,30.61345242,114.2366535,Nobitatong,0.474473,0.525527,0,1,0,01月24日 12:56,str,daxiongvision,0,0.30871907,20,1,一个还在前线的护士表妹发来的，这个时候他们就是兵，不得不顶上，真为她捏一把汗。别的帮不上忙，只能致敬吧。#武汉封城后的市民生活#
1575,武汉·百步亭悦秀苑,4,0.755434,30.66343471,114.3111,豆豆龙爱小米,0.110055,0.889945,2,2,0,01月24日 08:49, , ,0,0.44466066,18,1,#武汉护士的朋友圈#盆友的同学在武汉市中心医院，那里离华南海鲜市场最近，所以疫情患者最多，95后的女生能有如此担当，我很佩服，她们冲锋在最前线守护武汉人民，可是急缺口罩，口罩在武汉买都买不到了，网友力量大，能捐口罩就好了
1576,武汉·如寿里人家,41,0.188201,30.59581152,114.2939615,迷路的雨点,0.365309,0.634691,2,2,0,01月24日 08:49, , ,湖北 武汉,0.44466066,18,1,为什么要逃离武汉，武汉就是我的家，过年不应该在家吗？土生土长武汉人，汉口伢，身处重灾区，朋友圈亲戚圈没人打算要“逃”啊！用武汉话说“我哪滴都不克，武汉是我的家，我的家病了，我会和他共渡难关”
1577,武汉·百步亭花园文卉苑,0,0.999547,30.66134315,114.3149786,不懂得苦的糖,0.000203928,0.999796,0,2,0,01月24日 14:40, , ,湖北 武汉,0.44466066,18,1,过年给爸妈不能少一份心意在家手工制作，[呲牙][呲牙]望爸爸妈妈身体健康，希望武汉这座城市能早日痊愈[奋斗][奋斗][奋斗]武汉加油#让红包飞#
1578,武汉·大东门,12,0.999923,30.54251569,114.3116015,吕志轩是吕志轩就是吕志轩啊,0.999966,3.45E-05,0,0,0,01月24日 14:40, , , ,0.918169117,23,1,讲真的，作为一个武汉人，这个新型肺炎病毒，来的我是莫名其妙，猝不及防。大过年的锁在家不敢出门，还都是网络喷子喷武汉到处传染。说实话我家里人一个都没出门，那他妈得病还跑回老家的，能是武汉人吗？人在家中躲，锅从天上来
1579,武汉·港澳台风情街,9,0.982671,30.58788561,114.2885601,张某无休-,0.992202,0.00779819,0,0,0,01月24日 08:41, , ,湖北 武汉,0.44466066,18,1,我让我爹去药店买酒精，他说他不去怕感染。现在武汉哪还有卖酒精和消毒液的呀，香港路附近全抢光了。
1580,武汉·后湖,18,0.215058,30.64924688,114.3013156,十二楼的爱情,0.646776,0.353224,0,0,0,01月24日 14:36, , ,湖北 武汉,0.44466066,18,1,今天是关在屋里的第5天  一个人真的很害怕 但今天还是给自己做了俩菜 因为不知道自己身上有没有病毒 前段时间还是放弃了离开武汉的选择  还好有雪雪陪着窝
1581,武汉·武昌首义学院,7,0.989706,30.49001,114.3012807,伢伢伢伢糖酱,0.995368,0.00463227,2,0,0,01月24日 14:36, , ,湖北 武汉,2.931269894,10,1,#武汉封城# 亲妈出门圈存天然气，顺便买菜，她说物价没网上说的那么夸张，就是菜场没啥菜了，超市没被抢空，绝味鸭脖都半价了，路上没什么人，所以在家刷微博的小伙伴别再听网上传的那些了，该干嘛干嘛，别恐慌了
1582,武汉·奥山世纪城,0,0.873661,30.61906191,114.3555175,infinitybiu,0.943148,0.0568524,0,0,0,01月24日 14:35, , ,湖北 武汉,0.918169117,23,1,疫情像是让武汉市变成了一个直辖市
1583,武汉·港澳台风情街,19,0.772473,30.58788561,114.2885601,暖小主,0.897613,0.102387,0,0,0,01月24日 14:32,str,nuannuau,0,0.44466066,18,1,我在武汉，我身边的武汉人没一个跑的。我们在家隔离，不给社会添乱。
1584,武汉·艾尚花桥,17,0.590623,30.62042198,114.2827897,葒腳吖吖,0.18422,0.81578,0,2,0,01月24日 08:27, , ,湖北 武汉,0.44466066,18,1,封城地第二天，该吃吃，该喝喝，没什么的，武汉加油??????
1585,武汉·青扬十街,0,0.999978,30.59520986,114.2995562,qqwo,0.99999,1.00E-05,0,0,0,01月24日 08:21, , ,湖北 武汉,0.44466066,18,1,这个说明什么?1.还有大量的发热病人没有检测到，还有继续爆发的可能。2隔离措施也不全面，一线医护人员还在流动。武汉领导们作为能力还是差太远了。天佑武汉吧。只能自求多福了！
1586,武汉·江汉路,2,0.972924,30.5861812,114.2823964,小森林里的小确幸,0.0121842,0.987816,0,2,0,01月24日 08:16, , ,湖北 武汉,0.44466066,18,1,第一次一个人在武汉过年
1587,武汉·碧桂园生态城,7,0.76042,30.55399647,114.4849577,刀刀小婷,0.107811,0.892189,0,2,0,01月24日 14:23,str,ztt850112,0,2.931269894,10,1,武汉不是“封城”，封的是“病毒通往各地的路”！原本打算回襄阳的……为了家人，坚守武汉……加油??
1588,武汉·艾尚花桥,5,0.962585,30.62042198,114.2827897,武汉咖啡小镇,0.983163,0.0168367,0,0,0,01月24日 14:16, , ,湖北 武汉,0.44466066,18,1,我在武汉，我也想当义工自愿者，请问这需要具备什么技能？哪里有官方志愿者组织？如果不具备帮助人的技能，个人觉得还是家里蹲，尽量不跟政府人民添麻烦添堵！【以上谨代表个人意见】
1589,武汉·后湖 O网页链接,2,0.425921,30.48922596,114.3395215,梨花夜语,0.258335,0.741665,0,2,0,01月24日 09:57,str,ccfanweidong,0,2.931269894,10,1,武汉的医生真的太辛苦了
